"Nr. Ctr.","Adresa","Nr","Sector","Anul construirii","Regimul de inaltime","Numar de apartamente","Anul Elaborarii Expertizei Tehnice","Expertul tehnic atestat pentru cerinta esentiala de calitate-rezistenta mecanica si stabilitate - M.D.L.P.A.","Ultima incadrare in clasa de risc","Incadrari anterioare in clasa de risc","Observatii"
"2583","Intrarea MIHAI EMINESCU","3","Sector 2","1932","S+P+2E+Ma","0","1993","Radu PETROVICI","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2584","Strada MIHAI EMINESCU","8A","Sector 1","1939","S+P+7E+Ma","0","1993","Mircea CONDRUT","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2585","Strada MIHAI EMINESCU","183","Sector 2","1903","S+P+1E","0","1993","Cristian BALAN","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2586","PIATA MIHAIL KOGALNICEANU","7","Sector 5","1933","S+P+2E","0","1996","Alexandru HRISTOFOROV","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2587","Strada MIRCEA VULCANESCU","96","Sector 1","1870","S+P","4","1993","Radu AGENT","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2588","Strada MIRCEA VULCANESCU","107 (corp A+B+C)","Sector 1","1870","S+P+2E","0","1993","Radu AGENT","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2589","Strada MITROPOLIT ANTIM IVIREANU","4bis","Sector 5","1925","S+P+4E+Ma","0","1994","Dan GHIOCEL","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2590","Strada MITROPOLIT NIFON","12A","Sector 4","1890","S+P+1E; S+P","0","1993","Dan STANCIULESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2591","Strada NICOLAE RACOTA","8","Sector 1","1976","S+P+10E","0","1994","Traian POPP","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2592","Soseaua NICOLAE TITULESCU","48 (corp A)","Sector 1",,"S+P+2","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2593","Soseaua NICOLAE TITULESCU","80 (bloc 1A)","Sector 1","1975","S+P+12E","0","1995","Dan POPESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2594","Strada NICOLAE VELESCU","3","Sector 1","1924","S+P+1E","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2595","Strada NIFON BALASESCU","14","Sector 2","1930","S+P+2E","0","1993","Adina SIMION","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2596","Strada NITU VASILE","42 (bloc 2)","Sector 4","1963","S+P+4E","0","1995","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2597","Strada OCCIDENTULUI","21","Sector 1","1890","S+P","0","1993","Mircea MIRONESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2598","Strada OSTASILOR","23A","Sector 1","1900","S+P","0","1993","Mircea PERJESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2599","Bulevardul PACHE PROTOPOPESCU","57","Sector 2","1930","S+P+Ma","0","1994","Nicolae ALEMAN","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2600","Aleea PANTELIMON","7","Sector 3","1969","P+4","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2601","Calea PLEVNEI","131A","Sector 1","1931","S+P+2E","0","1993","Mircea MIRONESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2602","Strada POLONA","40","Sector 1",,"P","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2603","Strada POPA TATU","13","Sector 1","1889","S+P+Ma","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2604","Strada POPA TATU","18","Sector 1","1935","S+P+1E","0","1993","Dan ANASTASIU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2605","Strada POPA TATU","33","Sector 1","1897","S+P+1E","0","1993","Dan ANASTASIU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2606","Strada POPA TATU","80","Sector 1","1940","S+P+3E+Ma","6","1993","Radu AGENT","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2607","Strada POPA TATU","85","Sector 1","1885","S+P+2E","0","2010","Rodica VASILESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"expertul propune demolarea imobilului"
"2608","Strada POSTAVARUL","22 (bloc 12)","Sector 3","1968","S+P+10E","43","1995","Dan CAPATINA","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2609","Strada PRECUPETII VECHI","54","Sector 2","1915","S+P+2E","0","1993","Anatolie CAZACLIU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2610","Strada PRINCIPATELE UNITE","45","Sector 4","1920","S+P+1E; S+P+1E","0","1993","Valentin SEVCENCO","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2611","Strada PRINCIPATELE UNITE","47C (corp A+B+C)","Sector 4","1934","S+P","0","1993","Valentin SEVCENCO","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2612","Strada PRINCIPATELE UNITE","56÷58","Sector 4","1900","S+P+1E","0","1993","Valentin SEVCENCO","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2613","Strada PRINCIPATELE UNITE","61","Sector 4","1935","S+P","0","1993","Valentin SEVCENCO","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2614","Calea RAHOVEI","46 (corp A+B)","Sector 4","1923","S+P+2E+Ma","0","1993","Alexandru BRANZEI","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2615","Calea RAHOVEI","50","Sector 4","1895","S+P+2E+Ma","6","1995","Nicolae TOPA","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2616","Calea RAHOVEI","332÷336 (bloc 43A+B)","Sector 5","1980","S+P+9E","0","1993","Vlad DUMITRESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2617","Strada RASNOV","3","Sector 2","1970","S+P+4E","0","1993","Adina SIMION","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2618","Aleea RAUL SADULUI","6 (bloc 7)","Sector 4","1964","S+P+9E","0","1993","Traian POPP","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2619","Bulevardul REGINA MARIA","21","Sector 4","1900","S+P+1E+Ma","0","1993","Dan STANCIULESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2620","Bulevardul REGINA MARIA","75÷79","Sector 4","1924","S+P+3E+Ma","52","1995","Nicolae TOPA","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2621","Strada RESITA","1 (bloc 8)","Sector 4","1970","S+P+10E","0","1993","Constantin LAVRIC","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2622","Strada RIPICENI","6 (bloc 9)","Sector 2","1975","S+P+10E","110","1993","Adina SIMION","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2623","Strada RIPICENI","6 (corp A)","Sector 2","1974","S+P+10E","0","1993","Adina SIMION","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2624","Strada RIPICENI","6 (corp B)","Sector 2","1973","S+P+10E","0","1993","Constantin CIOVEIE","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2625","Strada ROMA","21","Sector 1","1930","S+P+2E","0","1996","Eugeniu IORDACHESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2626","Bulevardul SCHITU MAGUREANU","49","Sector 1","1937","S+P+3E","0","1995","Nicolae CONSTANTINESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2627","Aleea SECUILOR","2 (bloc 31)","Sector 4","1965","S+P+8E","107","1993","Nicolae CONSTANTINESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2628","Strada SFANTUL SPIRIDON","4","Sector 2","1936","S+P+3E+Ma","0","1993","Radu PETROVICI","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2629","Aleea SINAIA","18","Sector 2","1973","S+P+10E","0","1993","Adina SIMION","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2630","Strada SPATARULUI","9","Sector 2","1898","S+P+1E+Ma","0","1993","Dan DUMITRESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2631","Strada SPINENI","10 (corp A+B+C)","Sector 4","1912","S+P","0","1993","Cristian BALAN","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2632","Strada STIRBEI VODA","96","Sector 1","1905","S+P+2E","0","1993","ing. Mihai URSACHESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2633","Strada STRADUINTEI","2 (bloc O4)","Sector 4","1965","S+P+9E","240","1993;1995","Constantin CIOVEIE","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2634","Strada TACHE GHEORGHE","13 (bloc 16)","Sector 4","1963","S+P+10E","40","1996","Niculae TUDOSE","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2635","Intrarea TEIUL DOAMNEI","1 (bloc 19)","Sector 2","1974","S+P+10E","0","1993","Elena DRAGOMIRESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2636","Strada TEIUL DOAMNEI","108","Sector 2","1974","S+P+10E","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2637","Strada TERMOPILE","2","Sector 2","1910","S+P+2E","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2638","Strada THOMAS MASARYK","6","Sector 2","1935","S+P","0","1993","Dan DUMITRESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2639","Bulevardul TIMISOARA","19 (bloc C6)","Sector 6","1963","S+P+8E","180","1996","SERBAN PAUNESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"Expertul concluzioneaza ca nu este necesara consolidarea imobilului"
"2640","Aleea TOHANI","1 (bloc 30)","Sector 4","1974","S+P+10E","0","1993","Gabriel NICULESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2641","Strada TURNU MAGURELE","11 (bloc A16)","Sector 4","1967","S+P+10E","0","1993","Mihaela POPESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2642","Strada TURNU MAGURELE","15 (bloc A17)","Sector 4","1967","S+P+10E","0","1993","Mihaela POPESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2643","Strada TURNU MAGURELE","23 (bloc A14)","Sector 4","1967","S+P+10E","0","1993","Mihaela POPESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2644","Strada VASILE LASCAR","11","Sector 2","1902","S+P+1E","0","1993","Mircea NEICU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2645","Strada VASILE LASCAR","20","Sector 2","1893","S+P+1E+Ma","0","1993","Iorgu NICULA","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2646","Strada VASILE LASCAR","55","Sector 2","1911","S+P+1E+Ma","0","1993","Dan DUMITRESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2647","Strada VETERANILOR","5 (bloc 7)","Sector 6","1960","S+P+910E","0","1993","Constantin CIOVEIE","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2648","Strada VISARION","15","Sector 1","1914","S+P+2E","0","1996","Stelian PICULESCU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2649","Strada ZABLOVSCHI","21","Sector 1","1912","S+P+1E","0","1993","Dan ANASTASIU","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2650","Strada ZEFIRULUI","3A","Sector 2","1939",,"0","1994","Adina SIMION","NEINCADRAT IN CATEGORIA DE URGENTA SAU CLASE de RISC SEISMIC CORESPUNZATOARE",,"-"
"2651","Bulevardul PRIMAVERII (INSTITUTUL DIPLOMATIC ROMAN) ","17","Sector 1","1950","Ds+P+1E  S+P+Pod","0","2022","Eugen LOZINCA","2.Clasa de risc seismic RsII.",,
"2652","Aleea BARAJUL BISTRITEI nr.8; bl.Y8","8","sector 3","1968","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2653","Aleea BARAJUL CUCUTENI nr.l; bl.A12","1","sector 3","1968","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2654","Aleea BARAJUL DUNARII nr.6; bl.M37","6","sector 3","1966","S+P+10E","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2655","Aleea BARAJUL DUNARII nr.8; bl.21 A","8","sector 3","1978","S+P+9E+10R","84","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2656","Aleea BARAJUL ROVINARI nr.12; bl.Y12","12","sector 3","1967","S+P+4E+Eteh","60","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2657","Aleea BARAJUL ROVINARI nr.3; bl.Y13","3","sector 3","1967","S+P+4E+Eteh","100","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2658","Aleea BUDACU nr.3; bl.M5","3","sector 3","1964","S+P+4E","100","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2659","Aleea BUDACU nr.3A; bl.M6","3A","sector 3","1964","S+P+4E","60","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2660","Aleea BUDACU nr.5; bl.M3","5","sector 3","1964","S+P+4E","120","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2661","Aleea FOISORULUI nr.3; bl.4; sc. 1+2+3 ","3","sector 3","1969-1970","Sp+P+4E","60","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2662","Aleea FOISORULUI nr.4; bl.2","4","sector 3","1964","Sp+P+4E","50","2022","Apostol O.Zefir Ioan George","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2663","Aleea FOISORULUI nr.l; bl.3; sc.1+2 ","1","sector 3","1968","Sp+P+4E","40","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2664","Aleea FUIORULUI nr. 1; bl.H25","1","sector 3","1969","S+P+4E+Eteh","60","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2665","Aleea GRUIUL ARGESULUI nr.lA; bl.MC5","1A","sector 3","1975","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2666","Aleea ILIOARA nr. 16; bl.M32; sc.A","16","sector 3","1976","S+P+10E+Eteh","43","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2667","Aleea ILIOARA nr.2bis; bl.PM30; sc.1-3","2bis","sector 3","1974","S+P+8E+Et teh","108","2022","Apostol O.Zefir Ioan George","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2668","Aleea ROTUNDA nr.3; bl.Y4A","3","sector 3","1976","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2669","Aleea SCOLARILOR nr.12; bl.S25","12","sector 3","1980","S+P+10E+Eteh","54","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2670","Aleea SCOLARILOR nr.4; bl.S3A","4","sector 3","1981","S+P+10E+Eteh","54","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2671","Aleea SIBIANA nr.l; bl.R17","1","sector 3","1962","S+P+4E","40","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2672","Aleea SOLIDARITATIInr.5; bl.M 19","5","sector 3","1965","S+P+4E","40","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2673","Aleea SOLIDARITATIInr.7; bl.M20","7","sector 3","1964","S+P+4E","40","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2674","Aleea VASILE GOLDIS nr.4; bl.M42","4","sector 3","1964","S+P+10E","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2675","Bulevardul GHEORGHE MAGHERU","16-18","Sector 1","1959","2S+P+7E","94","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.",,
"2676","Bulevardul CAMIL RESSU nr.11; bl.58A","11","sector 3","1974","S+P+10E+Eteh","65","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2677","Bulevardul CAMIL RESSU nr.21; bl.56A","21","sector 3","1969","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2678","Bulevardul CAMIL RESSU nr.24; bl.A7bis","24","sector 3","1975","S+P+11E+Eteh","47","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2679","Bulevardul CAMIL RESSU nr.42; bl.A12","42","sector 3","1967","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2680","Bulevardul I. C. BRATIANU nr.44; sc. A; B; C","44","sector 3","1958","S+D+P+7E+Eth -tr.1        S+P+7E+Eth -tr.2","226","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2681","Bulevardul MIHAIL KOGALNICEANU","14","Sector 5","perioada interbelica","S+P+6E+7R/S+P+2E","25","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.",,
"2682","Bulevardul NICOLAE GRIGORESCU nr.15; bl.L6","15","sector 3","1959","P+3E","16","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2683","Bulevardul NICOLAE GRIGORESCU nr.5A; bl.M5bis","5A","sector 3","1972","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2684","Bulevardul RAMNICU SARAT nr.25; bl.11A","25","sector 3","1975","S+P+10E+Eteh","162","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2685","Bulevardul Theodor Pallady nr.8; bl.M3C;  ","8","sector 3","1975","S+P+10E+Eteh","44","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2686","Calea Calarasi nr. 117-119","117-119","sector 3","1957","S+P+4E+Pod","40","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2687","Calea CALARASILOR nr. 319 Bl.A","319","sector 3","1938","S+P+6E+7R+Pod","62","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2688","Calea CALARASILOR nr.319; bl.319B","319","sector 3","1939","D+P+2E+Pod","9","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2689","Calea GRIVITEI","107-109(corp B)","Sector 1","1934","DS+S+P+3E+M","20","1996","CARACOTI STERE","INCADRARE IN CATEGORIE DE URGENTA; NEINCADRATE IN CLASE DE RISC SEISMIC CORESPUNZATOARE",,"U2"
"2690","Calea GRIVITEI (Casa Sutu Lahovary-Corp 1)","7","Sector 1","1885","Ds+P+1E",,"2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.",,
"2691","Intrarea BADENI nr.2A; bl.Y7bis","2A","sector 3","1972","S+P+4E+Eteh","117","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2692","Intrarea BARSEI nr.lA; bl.M9bis","1A","sector 3","1972","S+P+4E+Eteh","117","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2693","Intrarea INTRECERII nr.2; bl.G2","2","sector 3","1956","S+P+2E","18","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2694","Intrarea ODOBESTI nr.12; bl.V7A","12","sector 3","1977","S+P+10E+Eteh","43","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2695","Intrarea Vasile PAUN","1","Sector 5","1940","S+P+5E","8","2022","ing. Andrei DRAGOS MARCU","1.Clasa de risc seismic RsI.",,
"2696","Soseaua MIHAI BRAVU nr.293; bl. 12; sc.A+B","293","sector 3","1977","S+P+10E","88","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
"2697","Soseaua MIHAI BRAVU nr.296; bl.7","296","sector 3","1973","S+P+10+Eteh","120","2022","Popescu Dan Dumitru","2.Clasa de risc seismic RsII.",,"SintezA expertizA tehnicA primitA de la Sector 3  prin adr. Nr. 12164/13.01.2023"
